name,acronym,address,city,state,phone,email,website,country,Affilated,Recorded By,Recorded Date
Morehouse College Fencing Club,MCFC,"830 Westview Drive Atlanta, GA 30301, US",Atlanta - GA,GA,(770) 380-2123,morehousefencers@gmail.com,http://morehousefencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Morris Fencing Club,MFC,"5 Aspen Dr., Suite 1 Randolph, NJ 07869, US",Randolph - NJ,NJ,(732) 907-0701,info@morrisfencing.com,http://www.morrisfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mt. Airy Fencers Club,MtAiryFC,"McCausland Lower School Bldg. 8000 Cherokee Street Philadelphia, PA 19118, US",Philadelphia - PA,PA,(267) 275-7213,michaelcathyb@verizon.net,http://www.mtairyfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Murfreesboro Fencing Club,MFC,"1517 S Lowry Street Smyrna, TN 37167, US",Smyrna - TN,TN,(346) 971-1080,murfreesborofencingclub@gmail.com,http://Murfreesborofencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
MY Fencing Center,MYFencingCtr,"1515 Meyers St Oroville, CA 95965, US",Oroville - CA,CA,(530) 828-1718,fencinggirl33@yahoo.com,http://www.myfencingcenter.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Napa Valley Fencing Academy,NapaVlyFA,"4300 Linda Vista Ave Napa, CA 94558, US",Napa - CA,CA,(707) 486-8271,janawick@aol.com,http://www.napafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Naples Fencing Academy,NaplesFA,"625 111th Ave N Naples, FL 34108, US",Naples - FL,FL,(786) 693-3784,naplesfencingacademy@gmail.com,http://www.naplesfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Nashville Academy of Fencing,NAF,"1558 Red Oak Lane Brentwood, TN 37027, US",Brentwood - TN,TN,(615) 423-0883,nashvilleacademyfencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
National Capital Fencers Club,NatCapitalFC,"1420 ""V"" Street NW, St. Augustines Catholic School Washington, DC 20009, US",Washington - DC,DC,(703) 203-0234,ncfcsaber@aol.com,http://nationalcaptialfencersclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
National Fencing Alliance-LLC,NFA,"38 Station Rd Sparta, NJ 07871, US",Sparta - NJ,NJ,(201) 240-8583,mark@nationalfencing.com,http://www.nationalfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Nazlymov Fencing Foundation,NazlymovFF,"4800 Wisconsin Ave Washington, DC 20016, US",Washington - DC,DC,(202) 262-4379,nazlymov.fencing@gmail.com,http://www.nazfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Nellya Fencers,Nellya,"1530 Carroll Dr. NW, 104 Atlanta, GA 30318, US",Atlanta - GA,GA,(404) 603-3600,info@nellyafencers.com,http://www.nellyafencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
NEMA Fencing Center,NEMA,"123 Muller Road Burlington, MA 01803, US",Burlington - MA,MA,(978) 853-4870,frichang@gmail.com,http://www.nemovementarts.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New England Fencing Alliance,NewEnglandFA,"11 Cliff Street Arlington, MA 02476, US",Arlington - MA,MA,(978) 210-2711,michael@nefencing.com,https://www.nefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New Jersey Fencing Alliance,NJFencingAll,"50 Burnett Avenue Maplewood, NJ 07040, US",Maplewood - NJ,NJ,(973) 224-3448,fencer0901@aol.com,http://www.njfencingalliance.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New Mexico Fencing Foundation,NMFencing,"C/O James Odom, 1306 Clark Rd #A Santa Fe, NM 87507, US",Santa Fe - NM,NM,(505) 699-2034,nmfencing@gmail.com,https://www.facebook.com/nmfencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New Orleans Athletic Club,NewOrleansAC,"222 N Rampart St. New Orleans, LA 70112, US",New Orleans - LA,LA,(504) 525-2375,archiron77@gmail.com,http://neworleansathleticclub.com/fitness/fencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New Orleans Fencers Club,NOFC,"C/O Jonathan M.S. Cohen, 4529 Woodland Ave. Metaire, LA 70002, US",Metaire - LA,LA,(504) 430-0053,Dgtiger1@aol.com,http://www.neworleansfencersclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New Trier X-Caliber Fencing Club,NTXCaliberFC,"7 Happ Road/New Trier Extension Northfield, IL 60093, US",Northfield - IL,IL,(847) 446-6600,smittyfencer@yahoo.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New York Athletic Club,NYAC,"180 Central Park S. New York, NY 10019, US",New York - NY,NY,(917) 701-8773,maufrich@hotmail.com,http://www.nyac.org/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New York Fencing Academy,NYFA,"2702 W 15th Street Floor 3 Brooklyn, New York 11224, US",Brooklyn - Ne,Ne,(718) 996-0426,info.nyfa@gmail.com,http://www.fenceNYFA.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
New York University NCAA,NYU,"181 Mercer Street New York, NY 10012, US",New York - NY,NY,(917) 584-1981,ed.elterman@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
NKY Fencing Academy,NKFA) (NKFA,"301 Elm Street, Suite C Ludlow, KY 41016, US",Ludlow - KY,KY,(859) 653-0450,nkalapasev@gmail.com,http://www.nkyfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
NMFC/Duke City Fencing,NMFC/DukeCty,"2840 Girard Blvd NE Albuquerque, NM 87107, US",Albuquerque - NM,NM,(505) 872-0048,info@dukecityfencing.net,http://www.dukecityfencing.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
No Fear Fencing,NoFear,"-- Escondido, CA 92029, US",Escondido - CA,CA,(858) 848-5154,coach@nofearfencing.com,http://nofearfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
North Bay Fencing Academy,NorthBayFA,"1813 B. Empire Industrial Ct., . Santa Rosa, CA 95403, US",Santa Rosa - CA,CA,(510) 821-3689,maestro@northbayfencing.com,http://www.northbayfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
North Carolina Fencing Development Program,NCFDP,"07 Fetzer Gym - UNC Chapel Hill, NC 27215, US",Chapel Hill - NC,NC,(919) 475-3273,rmiller2@email.unc.edu,http://ncfdp.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
North Florida Fencing Club,NFFC,"14797 Philips Hwy Jacksonville, FL 32256, US",Jacksonville - FL,FL,(904) 660-4716,paullinnik@gmail.com,http://northfloridafencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
North Shore Fencers Club,NorthShoreFC,"240 Community Dr. Great Neck, NY 11021, US",Great Neck - NY,NY,(917) 299-6148,alexgofman@hotmail.com,http://www.northshorefc.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
North Texas Fencing Tournament Coalition,NTFTC,"1000 West Crosby Road, 134 Carrollton, TX 75006, US",Carrollton - TX,TX,(972) 242-0399,ntftcoalition@gmail.com,http://www.ntftc.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Northern Colorado Fencers,NCOFencers,"1949 33rd St. Boulder, CO 80301, US",Boulder - CO,CO,(303) 641-6557,ncfboulder@gmail.com,http://www.ncfencers.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Northwest Fencing Center,NWFC,"4950 SW Western Ave. Beaverton, OR 97005, US",Beaverton - OR,OR,(503) 227-2237,michael@nwfencing.org,http://www.nwfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Northwest Indiana Fencing Club,NWINFC,"9615 Keilman Street ST John, IN 46373, US",ST John - IN,IN,(219) 696-1762,donaldyetsko@att.net,http://www.nwifencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Northwestern University NCAA,NWUnivNCAA,"2407 Sheridan Road Evanston, IL 60208, US",Evanston - IL,IL,(847) 491-2900,zachary.moss@northwestern.edu,http://www.nusports.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Nova Fencing Club,NovaFC,"3501 Carlin Springs Road Falls Church, VA 22041, US",Falls Church - VA,VA,(703) 999-8077,coachgreg@novafencingclub.com,http://novafencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Ocean State Fencing Club,OceanStateFC,"85 Industrial Circle Lincoln, RI 02865, US",Lincoln - RI,RI,(401) 952-0275,mikekolker07@yahoo.com,http://www.oceanstatefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Ohio University Fencing Club,OhioUnivFC,"252D Clippinger Lab - Ohio University Athens, OH 45701, US",Athens - OH,OH,(740) 597-2984,ohiofencingclub@gmail.com,http://www.ohio.edu/orgs/fencingclub,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Olde Town Fencing Club,OldeTownFC,"7117 Terry Lane Falls Church, VA 22042, US",Falls Church - VA,VA,(703) 983-7687,jhoffman@joviation.com,http://www.oldetownfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Olympia Fencing Center,OlympiaFC,"127 Smith Place Cambridge, MA 02138, US",Cambridge - MA,MA,(617) 945-9448,info@olympiafencingcenter.com,http://www.olympiafencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Olympian Fencing Club,OlympianFC,"3200 McCullough Avenue San Antonio, TX 78212, US",San Antonio - TX,TX,(210) 872-2004,info@olympianfencingclub.com,http://www.olympianfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Olympian Fencing Studio,OlympianFS,"388 Danbury Road Wilton, CT 06897, US",Wilton - CT,CT,(203) 339-5083,galyapundyk@gmail.com,http://www.olympianfencingstudio.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Olympic Fencers Club,OlympicFC,"10900 Medlock Bridge Rd, #304A & 305B Johns Creek, GA 30097, US",Johns Creek - GA,GA,(678) 957-8348,olympicfencersclub@gmail.com,http://www.olympicfencersclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Omaha Fencing Club,OmahaFC,"6926 Charles Street Omaha, NE 68132, US",Omaha - NE,NE,(402) 936-0965,askewj98@yahoo.com,http://www.omahafencingclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
On Point Fencing Club,OnPointFC,"5485 Charlotte Highway Clover, SC 29710, US",Clover - SC,SC,(754) 422-2795,oscar@onpointfencingclub.com,http://onpointfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
On Target Fencing Team,ON TARGET,"6333 Forest Park Dr. North Ridgeville, OH 44039, US",North Ridgeville - OH,OH,(440) 327-0808,tomnagyfencer@gmail.com,http://www.ontargetfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
OnTarget Fencing Club,OTFC,"10830 Guilford Road, 309 Annapolis Junction, MD 20701, US",Annapolis Junction - MD,MD,(410) 782-1697,ontargetfencing@gmail.com,https://www.ontargetfencingclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Orange County Fencing Center,OCFC,"1840 N Tustin St Orange, CA 92865, US",Orange - CA,CA,(626) 698-5386,info@ocfencingcenter.com,http://www.ocfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Oregon Fencing Alliance,OregonFA,"6699 SW Oleson Rd Portland, OR 97223, US",Portland - OR,OR,(503) 467-9891,info@oregonfencing.com,http://www.oregonfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Orion Fencing,OrionFencing,"13504 NE 84th Street, Suite 109 Vancouver, WA 98682, US",Vancouver - WA,WA,(360) 254-5999,info@orionfencing.org,http://orionfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Orlando Fencing Academy,OFAcad,"2153B West Colonial Drive Orlando, FL 32804, US",Orlando - FL,FL,None,OrlandoFencingAcademy@gmail.com,http://www.orlandofencingacademy.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Orlando Fencing Club,OrlandoFC,"2393 Elizabeth Avenue Orlando, FL 32803, US",Orlando - FL,FL,(407) 461-7107,jennys@wgfencingacademy.com,http://www.orlandofencingclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Orlando Fencing Sports Center LLC,OFSC,"4500 Vineland Road Orlando, FL 32811, US",Orlando - FL,FL,(407) 917-0654,info@orlandofencingsports.com,http://www.orlandofencingsports.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Out Of Nowhere Fencing Club,OutNowhereFC,"P.O. Box 24 Charles Town, WV 25414, US",Charles Town - WV,WV,(304) 676-6986,swordsmen101@yahoo.com,http://www.swordsmen101.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Oxford  Fencers Club,OxfordFC,"606 Mclarty Rd. Oxford, MS 38655, US",Oxford - MS,MS,(662) 614-0095,pljcm@olemiss.edu,http://OxfordFencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Oxford Park,OP,"396 Price Street Oxford, MS 38655, US",Oxford - MS,MS,(662) 234-6265,margarettedavis@hotmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Paladin Fencing,Paladin,"3073 Horseshoe Drive S Naples, FL 34104, US",Naples - FL,FL,(928) 533-6478,ccarlisi@masonacademy.com,http://masonacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Palm Beach Fencing Club Inc.,PBFC,"340 Royal Poinciana Way, Suite 317-337 Palm Beach, FL 33480, US",Palm Beach - FL,FL,(305) 299-6262,hello@palmbeachfencing.org,http://www.palmbeachfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Parkway Fencing Club,ParkwayFC,"1425 Froesel Drive Ellisville, MO 63011, US",Ellisville - MO,MO,(314) 374-4800,rick_sfd@hotmail.com,https://www.facebook.com/pg/ParkwayFencingClub/about/?ref=page_internal,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
PDX Fencing,PDXFencing,"5645 S.W. Artic Dr., . Beaverton, OR 97005, US",Beaverton - OR,OR,(503) 644-7739,office@pdxfencing.com,http://www.pdxfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Peekskill Fencing Center,PeekskillFC,"1000 N. Division St., Suite 2G Peekskill, NY 10566, US",Peekskill - NY,NY,(914) 734-1444,alex@peekskillfencing.com,http://peekskillfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Peninsula Fencing Academy,PeninsulaFA,"555 O'Neill Ave, Suite 7 Belmont, CA 94002, US",Belmont - CA,CA,None,jaythefencingguy@gmail.com,http://www.peninsulafencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pennsylvania State University NCAA,PAStateUniv,"104 White Building University Park, PA 16801, US",University Park - PA,PA,(814) 883-3380,wxg4@psu.edu,https://www.facebook.com/pennstatefencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Penta Olympic Fencing Club,PentaOlyFC,"8305 D Merrifield Ave. Fairfax, VA 22031, US",Fairfax - VA,VA,(703) 207-1059,fencing321@gmail.com,http://www.fencing123.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Peoria Fencing Academy,PeoriaFA,"7726 N. Pioneer Ln. Peoria 61615, US",Peoria 61615 - US,US,(309) 868-2736,peoriafencing@yahoo.com,http://www.peoriafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Peter Westbrook Foundation,PWestbrook,"GP.O. Box 7554 New York, NY 10116, US",New York - NY,NY,(212) 280-2771,pwestb@peterwestbrook.org,http://www.peterwestbrookfoundation.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Phoenix Falcons Fencing Club,PhxFalconsFC,"1522 E. Pierson St. Phoenix, AZ 85014, US",Phoenix - AZ,AZ,(602) 400-2425,transrol@msn.com,http://www.phoenixfalcons.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Phoenix Fencing Academy,PHX,"8350 S Kyrene Road, # 102 Tempe, AZ 85284, US",Tempe - AZ,AZ,(954) 290-0657,phoenix.fencing.academy@gmail.com,http://www.phoenixfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Piedmont Fencing Team,PFT,"400 Highland Ave Piedmont, CA 94611, US",Piedmont - CA,CA,(510) 388-0364,piedmontfencingteam@gmail.com,http://www.piedmontfencingteam.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pine-Richland Fencing Club,PRFC,"285 Airport Road Worthington, PA 16262, US",Worthington - PA,PA,(724) 355-2482,bradcellier@hotmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pioneer Valley Fencing Academy,PVFA,"94 Cottage St. Easthampton, MA 01027, US",Easthampton - MA,MA,(413) 204-6387,paul.sise@pioneerfencing.com,http://www.pioneerfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pittsburgh Fencers Club,PittsburghFC,"7501 Penn Avenue Pittsburgh, PA 15208, US",Pittsburgh - PA,PA,(412) 241-7777,dakova@hotmail.com,http://pittsburghfencersclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pittsburgh Fencing Association College,PittsbrghFAC,"3959 Fifth Ave, 833 William Pitt Union Pittsburgh, PA 15213, US",Pittsburgh - PA,PA,(412) 624-7115,pittsburghfencingassociation@gmail.com,https://fencingatpitt.weebly.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Platinum Fencing Academy,PFA,"485 Georges Road, Suite 115 Dayton, New Jersey 08810, US",Dayton - Ne,Ne,(732) 640-8120,platinumfencingacademy@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Plymouth/Ann Arbor Fencing Academy,PAAFA,"650 Church Street Plymouth, MI 48170, US",Plymouth - MI,MI,(734) 358-2207,info@annarborfencingclub.com,http://annarborfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pocatello Fencing Club,PocatelloFC,"200 N. 15th Ave. Pocatello, ID 83201, US",Pocatello - ID,ID,(208) 221-6954,waklashe@isu.edu,http://www.pocatellofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pocono Family YMCA Fencing,PFYF,"809 Main Street Stroudsburg, Pennsylvania 18360, US",Stroudsburg - Pe,Pe,(570) 421-2525,fencing@poconoymca.org,http://poconooymca.org/youth-sports-programs/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Points West Fencing Club,PointsWestFC,"2300 Knoll Drive, Unit L Ventura, CA 93003, US",Ventura - CA,CA,(805) 676-0192,club@pointswestfencing.com,http://www.pointswestfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Polytechnic School,Polytechnic,"1030 E California Blvd. Pasadena, CA 91106, US",Pasadena - CA,CA,(760) 470-1457,lnguyen@polytechnic.org,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Portland Fencing Center,PortlandFC,"1037 Forest Ave Portland, ME 04103, US",Portland - ME,ME,None,portlandfencingcenter@gmail.com,http://www.portlandfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Precision Athletics Fencing Club,PrecisionAFC,"22543 Hawthorne Blvd. Torrance, CA 90505, US",Torrance - CA,CA,(310) 756-8635,forrest@southbayfencing.com,http://www.southbayfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Premier Fencing Academy LLC,PremierFA,"6442 Fair Oaks Blvd. Carmichael, CA 95608, US",Carmichael - CA,CA,(916) 514-1150,info@pfafencing.com,http://www.pfafencing.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Premier Fencing Alliance,PremFencAll,"819 Pickens Industrial Dr, Ste 5 Marietta, GA 30062, US",Marietta - GA,GA,(404) 713-8615,info@premierfencingalliance.com,http://Startfencingga.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Premier Fencing Club,PFC,"811 Kennedy Blvd. Bayonne, New Jersey 07002, US",Bayonne - Ne,Ne,(551) 221-2211,info@premierfencingclub.com,http://www.premierfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Presidio Fencing Club,PresidioFC,"Santa Barbara, CA 93105, US",Santa Barbara - CA,CA,(805) 403-6895,presidiofencing@gmail.com,http://www.presidiofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Pride Fencing Academy,Pride Fencing,"98 Main Street Broad Brook, CT 06016, US",Broad Brook - CT,CT,(860) 614-1293,derec.pridefencingacademy@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Prime Fencing Academy,PrimeFA,"4855 Hopyard Road, Suite C-9 Pleasanton, CA 94588, US",Pleasanton - CA,CA,(415) 810-4091,primefencingacademy@gmail.com,http://www.primefencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Princeton Interscholastic Fencing,PrincetonIntF,"31 Leigh Avenue Princeton, NJ 08542, US",Princeton - NJ,NJ,(609) 439-2029,sam.blanchard@princetoninterscholasticfencing.org,http://www.princetoninterscholasticfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Princeton University NCAA,PrincetonU,"1 Faculty Road Jadwin Gym Princeton , NJ 08544, US",Princeton  - NJ,NJ,(609) 258-3519,zdudas@princeton.edu,https://goprincetontigers.com/roster.aspx?path=wfence,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Princeton-Hillsborough YMCA,PHYFencing,"59 Paul Robeson Lane Princeton, NJ 08540, US",Princeton - NJ,NJ,(609) 439-2029,sam.blanchard@gmail.com,http://phyfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Profencing,Profencing,"9034 Cotter Street Lewis Center, OH 43035, US",Lewis Center - OH,OH,(614) 256-8503,profencing.org@gmail.com,http://www.profencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Purdue Fencing Club-Purdue Univ.,PurdueUFC,"Purdue Fencing Club - C/O France A Cordova Recreational Sports Center, 355 N. Martin Jischke Drive, MP5 West Lafayette, IN 47906, US",West Lafayette - IN,IN,(248) 719-4919,purdue.fencing.club@gmail.com,https://purduefencing.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Queen City Fencers Club LLC,QueenCityFC,"4066 E Galbraith Rd Cincinnati, OH 45236, US",Cincinnati - OH,OH,(513) 497-0505,alexburte@queencityfencersclub.com,http://www.queencityfencersclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Queens Fencing Club LLC,QFC,"42-31 162nd St, Lower Level Flushing, NY 11358, US",Flushing - NY,NY,(917) 302-1193,queensfencingclubllc@gmail.com,http://queensfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rain City Fencing Center,RainCityFC,"1776 136th Place NE Bellevue, WA 98005, US",Bellevue - WA,WA,(425) 747-6300,info@raincityfencing.com,http://www.raincityfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Raptors Fencing Club,RFC,"6191 Park ave Memphis, TN 38119, US",Memphis - TN,TN,(901) 406-0650,sergeypetrosyan@att.net,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Recreational Fencing of Manassas,RFOManassas,"10317 amberleigh ct manassas, VA 20110, US",manassas - VA,VA,(571) 722-2949,info@manassasfencing.org,http://manassasfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Red Door Fencing,RedDoorFenc,"220 E 3rd Street Des Moines, IA 50265, US",Des Moines - IA,IA,(515) 329-0239,rdf@reddoorfencing.com,http://www.reddoorfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
RedStar Fencing Club Chicago,RedStarChicg,"3735 W Belmont Ave, 2nd Floor Chicago, IL 60618, US",Chicago - IL,IL,(331) 979-1578,hello@redstarfencing.com,http://www.redstarfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Renaissance Fencing Club,Renaissance,"185 E Elmwood Drive Troy, MI 48083, US",Troy - MI,MI,(248) 515-0973,info@renaissancefencing.com,http://www.renaissancefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Research Triangle Fencing,ResearchTri,"3742 Durham Chapel Hill Blvd., Suite A2 Durham, NC 27707, US",Durham - NC,NC,(919) 589-3783,darius@researchtrianglefencing.com,http://www.researchtrianglefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Resolute Sport Fencing,RSF,"2288 Brookrige Trl Sanford, FL 32773, US",Sanford - FL,FL,(407) 221-7991,info@resolutesportfencing.com,https://resolutesportfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rhode Island Fencing Academy And Club,RIFAC,"14 Almeida Ave East Providence, RI 02914, US",East Providence - RI,RI,(401) 434-2404,rifac.info@gmail.com,http://www.rifac.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rice University Fencing Club,RiceUnivFC,"6100 Main St., 6100 Main St. Houston, TX 77005, US",Houston - TX,TX,(832) 922-7213,rfc@rice.edu,http://www.recreation.rice.edu/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Richmond Fencing Club,RichmondFC,"3411 1/2 Carlton St. Richmond, VA 23230, US",Richmond - VA,VA,(804) 622-3655,info@richmondfencing.com,http://www.richmondfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Riverside Fencing Club,RvrsideFClb,"162 Russell Street Hadley, MA 01035, US",Hadley - MA,MA,(413) 341-0072,info@riversidefencingclub.com,http://www.riversidefencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Roaring Fork Fencers Club,RoaringFork,"PO Box 3577 Basalt, CO 81621, US",Basalt - CO,CO,(847) 778-8513,greg.domashovetz@gmail.com,http://www.roaringforkfc.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rochester Fencing Club,RochesterFC,"3335 Brighton Henrietta Town Line Road Rochester 14623, US",Rochester 14623 - US,US,(585) 654-6047,info@rocfencing.com,http://www.rocfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rockford Fencing Club,ROCK FC,"C/O Mike Papp, 6006 Boxwood Dr #2 Rockford, IL 61114, US",Rockford - IL,IL,(815) 621-6974,rkfdfencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rockland Fencers Club,RocklandFC,"15 Highview Ave Orangeburg, NY 10962, US",Orangeburg - NY,NY,(718) 697-1440,info@rocklandfencersclub.com,http://www.rocklandfencersclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rockville Fencing Academy,RockvilleFA,"15221 Display Ct., . Rockville, MD 20850, US",Rockville - MD,MD,(240) 778-2823,rfa@urfencing.com,http://www.urfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rocky Mountain Fencing Academy,RMFA,"10320 E. Jewell Ave., 61 Denver, CO 80247, US",Denver - CO,CO,(303) 918-8383,maciek@rockymountainfencing.com,http://www.rockymountainfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rogue Fencers,RF,"982 Donaldson Way Medford, OR 97501, US",Medford - OR,OR,(541) 261-5019,helenator@roguefencers.org,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rogue Fencers Guild,RFG,"6622 Park Avenue Texas City, TX 77591, US",Texas City - TX,TX,(281) 507-3564,john@trojanowski.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Rogue Fencing Academy,RFA,"14 Selden Street Woodbridge, CT 06525, US",Woodbridge - CT,CT,(203) 910-0881,sandramarchant@sbcglobal.net,http://roguefencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
